book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Standard OVER,pitcherfantasyscore,opp_bats_Strong,0.4576,177,81,0.3859,-0.058,0.5156,0.4576,177,,0,False,False
Goblin OVER,singles,L5=5 + own_pitch_leaky + cover>=1,0.5385,39,21,0.3857,-0.0011,0.5396,0.625,16,0.4783,23,False,False
Goblin OVER,singles,L5>=4 + own_pitch_leaky,0.4715,123,58,0.3855,-0.0681,0.5396,0.4717,53,0.4714,70,False,False
Goblin OVER,runs,K%>=28 + opp_pitch_stingy,0.52,50,26,0.3851,-0.0063,0.5263,0.5312,32,0.5,18,False,False
Standard OVER,total_bases,K%>=28 + opp_pitch_stingy,0.441,288,127,0.3848,-0.0093,0.4503,0.422,173,0.4696,115,False,False
Standard UNDER,total_bases,BA>=.300,0.5,68,34,0.3844,-0.0372,0.5372,0.5161,31,0.4865,37,False,False
Standard UNDER,hits,L10>=8 + cover>=1,0.5085,59,30,0.3843,-0.0468,0.5553,0.5,6,0.5094,53,False,False
Standard OVER,hits,L10>=8 + opp_pitch_stingy,0.5405,37,20,0.3838,0.0631,0.4774,0.7,10,0.4815,27,False,False
Standard OVER,hitter_ks,L5>=4,0.4469,226,101,0.3835,-0.0162,0.4631,0.4545,220,0.1667,6,False,False
Standard UNDER,pitcherfantasyscore,opp_pitch_stingy,0.4677,124,58,0.3822,-0.0404,0.5081,0.4677,124,,0,False,False
Standard OVER,runs,L5>=4 + own_pitch_leaky,0.4792,96,46,0.382,0.0231,0.4561,0.4848,66,0.4667,30,False,False
Standard UNDER,hits,L10>=8 + opp_pitch_leaky,0.4792,96,46,0.382,-0.0761,0.5553,0.2917,24,0.5417,72,False,False
Standard OVER,hits+runs+rbis,L5=5 + L10>=8,0.5429,35,19,0.3819,0.0508,0.4921,0.5,6,0.5517,29,False,False
Goblin OVER,singles,L5=5 + own_pitch_stingy + cover>=1,0.5429,35,19,0.3819,0.0033,0.5396,0.6429,14,0.4762,21,False,False
Standard UNDER,runs,L10>=8 + K%>=22 + opp_pitch_stingy,0.5429,35,19,0.3819,0.0005,0.5424,0.4167,12,0.6087,23,False,False
Standard UNDER,pitches_thrown,L5>=4 + L10>=8,0.5429,35,19,0.3819,0.0201,0.5228,0.6,15,0.5,20,False,False
Standard OVER,walks,L5>=4 + own_bats_Strong,0.5429,35,19,0.3819,0.0478,0.4951,0.5789,19,0.5,16,False,False
Standard UNDER,singles,L5=5 + cover>=0.5,0.4727,110,52,0.3819,-0.0644,0.5371,0.3636,33,0.5195,77,False,False
Standard UNDER,singles,L5=5 + cover>=1,0.4727,110,52,0.3819,-0.0644,0.5371,0.3636,33,0.5195,77,False,False
Standard OVER,hits+runs+rbis,L10>=8,0.4435,239,106,0.3819,-0.0486,0.4921,0.377,61,0.4663,178,False,False
Standard OVER,hits+runs+rbis,L5>=4 + cover>=2,0.5217,46,24,0.3814,0.0296,0.4921,0.5556,9,0.5135,37,False,False
Standard UNDER,runs,L10>=9 + own_bats_Strong,0.5217,46,24,0.3814,-0.0207,0.5424,0.5882,17,0.4828,29,False,False
Standard UNDER,hits+runs+rbis,L5=5 + own_pitch_leaky,0.4875,80,39,0.3811,-0.0474,0.5349,0.5429,35,0.4444,45,False,False
Standard OVER,earned_runs,line_1.5,0.4875,80,39,0.3811,-0.0029,0.4904,0.4667,15,0.4923,65,False,False
Standard UNDER,hits,L5=5 + L10>=8,0.5,64,32,0.381,-0.0553,0.5553,0.4545,11,0.5094,53,False,False
Standard UNDER,hits,L5=5 + L10>=8 + line_0.5,0.5,64,32,0.381,-0.0553,0.5553,0.4545,11,0.5094,53,False,False
Standard OVER,walks,own_pitch_leaky,0.4672,122,57,0.381,-0.0279,0.4951,0.4416,77,0.5111,45,False,False
Standard OVER,hits+runs+rbis,L5=5 + season_cush>=1,0.5091,55,28,0.3808,0.017,0.4921,0.6364,11,0.4773,44,False,False
Standard OVER,singles,L5=5 + cover>=0.5,0.5091,55,28,0.3808,0.0229,0.4862,0.5,14,0.5122,41,False,False
Standard OVER,singles,L5=5 + cover>=1,0.5091,55,28,0.3808,0.0229,0.4862,0.5,14,0.5122,41,False,False
Standard UNDER,hits,L10>=9 + cover>=0.5,0.5094,53,27,0.3788,-0.0459,0.5553,0.7143,7,0.4783,46,False,False
Standard UNDER,hitterfantasyscore,L10>=8 + own_bats_Strong,0.5094,53,27,0.3788,-0.0231,0.5325,0.5094,53,,0,False,False
Standard UNDER,hits+runs+rbis,L10>=9 + opp_pitch_stingy,0.5484,31,17,0.3777,0.0135,0.5349,0.4,5,0.5769,26,False,False
Standard UNDER,hits,L5=5 + L10>=8 + own_pitch_stingy,0.5484,31,17,0.3777,-0.0069,0.5553,0.4444,9,0.5909,22,False,False
Standard OVER,walks_allowed,L5>=4 + own_pitch_leaky,0.5484,31,17,0.3777,0.0494,0.499,0.5,16,0.6,15,False,False
Standard UNDER,hitter_ks,L5=5 + line_0.5,0.5,60,30,0.3773,-0.0504,0.5504,0.5172,58,0.0,2,False,False
Standard UNDER,hits,L5=5 + own_bats_Strong,0.5238,42,22,0.3772,-0.0315,0.5553,0.5,10,0.5312,32,False,False
Standard OVER,hits,L10>=8 + K%>=22,0.5238,42,22,0.3772,0.0464,0.4774,0.5625,16,0.5,26,False,False
Standard OVER,pitcher_ks,L5>=4 + own_pitch_stingy,0.4865,74,36,0.3761,-0.0138,0.5003,0.4783,46,0.5,28,False,False
Standard OVER,total_bases,L5>=4 + cover>=2,0.4815,81,39,0.376,0.0312,0.4503,0.3636,11,0.5,70,False,False
Standard UNDER,runs,L10>=9 + own_pitch_leaky,0.5517,29,16,0.3755,0.0093,0.5424,0.3333,9,0.65,20,False,False
Standard UNDER,earned_runs,L10>=8 + own_pitch_leaky,0.5517,29,16,0.3755,-0.0281,0.5798,0.5833,12,0.5294,17,False,False
Standard OVER,hits+runs+rbis,L10>=8 + own_pitch_stingy + season_cush>=1,0.525,40,21,0.375,0.0329,0.4921,0.7143,7,0.4848,33,False,False
Standard OVER,hitter_ks,K%>=22,0.4615,117,54,0.3739,-0.0016,0.4631,0.4602,113,0.5,4,False,False
Standard OVER,hits+runs+rbis,L10>=8 + own_bats_Strong,0.4574,129,59,0.3739,-0.0347,0.4921,0.4634,41,0.4545,88,False,False
Standard OVER,singles,L10>=8,0.4421,190,84,0.3733,-0.0441,0.4862,0.3714,35,0.4581,155,False,False
Standard OVER,singles,L10>=8 + line_0.5,0.4421,190,84,0.3733,-0.0441,0.4862,0.3714,35,0.4581,155,False,False
Standard OVER,hits+runs+rbis,L10>=8 + own_bats_Strong + cover>=1,0.5556,27,15,0.3731,0.0635,0.4921,1.0,2,0.52,25,False,False
Standard UNDER,total_bases,season_HR>70%,0.5556,27,15,0.3731,0.0184,0.5372,0.5385,26,1.0,1,False,False
Standard UNDER,pitches_thrown,L5=5,0.5556,27,15,0.3731,0.0328,0.5228,0.6667,15,0.4167,12,False,False
Standard UNDER,hits_allowed,L5=5 + opp_pitch_leaky,0.5556,27,15,0.3731,0.0627,0.4929,0.5263,19,0.625,8,False,False
Standard OVER,walks,L5>=4 + K%>=28,0.5556,27,15,0.3731,0.0605,0.4951,0.7333,15,0.3333,12,False,False
Standard UNDER,pitcher_ks,L10>=8 + opp_pitch_stingy,0.5263,38,20,0.3726,0.0028,0.5235,0.5,12,0.5385,26,False,False
Standard UNDER,hits_allowed,L5=5,0.5106,47,24,0.3724,0.0177,0.4929,0.5,34,0.5385,13,False,False
Standard OVER,walks,L5>=4 + K%>=22,0.5106,47,24,0.3724,0.0155,0.4951,0.6,25,0.4091,22,False,False
Standard OVER,hitter_ks,own_pitch_stingy,0.4187,418,175,0.3723,-0.0444,0.4631,0.4223,412,0.1667,6,False,False
Goblin OVER,total_bases,L5=5 + K%>=28 + opp_pitch_stingy,0.5,54,27,0.3711,-0.0946,0.5946,0.5385,39,0.4,15,False,False
Standard UNDER,singles,L10>=9 + own_bats_Strong,0.5,54,27,0.3711,-0.0371,0.5371,0.3871,31,0.6522,23,False,False
Standard OVER,runs,opp_pitch_stingy,0.4121,529,218,0.3709,-0.044,0.4561,0.3878,361,0.4643,168,False,False
Goblin OVER,hits,L10=10 + cover>=1.5,0.56,25,14,0.3707,-0.0346,0.5946,0.25,4,0.619,21,False,False
Standard OVER,hits+runs+rbis,L5=5 + K%>=22 + opp_pitch_stingy,0.56,25,14,0.3707,0.0679,0.4921,0.6667,9,0.5,16,False,False
Standard OVER,singles,L5=5 + cover>=1.5,0.56,25,14,0.3707,0.0738,0.4862,0.75,8,0.4706,17,False,False
Standard UNDER,plate_appearances,L10>=8 + BA>=.275,0.56,25,14,0.3707,-0.0063,0.5663,0.5,4,0.5714,21,False,False
Standard OVER,hits+runs+rbis,L5>=4 + K%>=28,0.4853,68,33,0.3705,-0.0068,0.4921,0.4545,33,0.5143,35,False,False
Standard OVER,runs,K%>=28,0.4232,319,135,0.3702,-0.0329,0.4561,0.3957,235,0.5,84,False,False
Standard UNDER,runs,L5=5 + own_bats_Strong,0.5278,36,19,0.3701,-0.0146,0.5424,0.5185,27,0.5556,9,False,False
Standard UNDER,runs,L10>=8 + cover>=1,0.5278,36,19,0.3701,-0.0146,0.5424,0.5385,13,0.5217,23,False,False
Standard UNDER,runs,L10>=9 + K%>=22,0.5111,45,23,0.37,-0.0313,0.5424,0.5,16,0.5172,29,False,False
Standard UNDER,hits+runs+rbis,L5=5 + K%>=22 + opp_pitch_leaky,0.5,52,26,0.3689,-0.0349,0.5349,0.5862,29,0.3913,23,False,False
Standard OVER,walks,cover>=1,0.5,52,26,0.3689,0.0049,0.4951,0.2857,7,0.5333,45,False,False
Standard UNDER,plate_appearances,L5>=4 + K%>=22,0.4795,73,35,0.3688,-0.0868,0.5663,0.6364,11,0.4516,62,False,False
Standard OVER,hits_allowed,L5>=4,0.4674,92,43,0.3688,0.0042,0.4632,0.4151,53,0.5385,39,False,False
Standard OVER,total_bases,L10>=8 + line_0.5,0.4915,59,29,0.3684,0.0412,0.4503,0.4762,21,0.5,38,False,False
Goblin OVER,runs,cover>=1,0.4915,59,29,0.3684,-0.0348,0.5263,0.4211,19,0.525,40,False,False
Standard OVER,runs,L5>=4 + own_bats_Strong,0.4587,109,50,0.3682,0.0026,0.4561,0.4068,59,0.52,50,False,False
Standard UNDER,plate_appearances,L10>=9 + own_bats_Strong,0.5652,23,13,0.3681,-0.0011,0.5663,0.3333,6,0.6471,17,False,False
Standard UNDER,pitching_outs,L10>=8,0.5116,43,22,0.3675,0.0171,0.4945,0.4286,14,0.5517,29,False,False
Standard OVER,hits+runs+rbis,L5=5 + opp_pitch_leaky + cover>=1,0.5294,34,18,0.3674,0.0373,0.4921,0.6667,12,0.4545,22,False,False
Standard UNDER,hits,L5=5 + own_bats_Strong + cover>=1,0.5294,34,18,0.3674,-0.0259,0.5553,0.5,2,0.5312,32,False,False
Standard UNDER,singles,L10>=8 + cover>=1,0.4912,57,28,0.3662,-0.0459,0.5371,0.3125,16,0.561,41,False,False
Standard OVER,hits+runs+rbis,L5=5 + L10>=8 + own_pitch_stingy,0.5714,21,12,0.3655,0.0793,0.4921,0.5,4,0.5882,17,False,False
Standard UNDER,hits,L5=5 + K%>=22 + opp_pitch_stingy,0.5714,21,12,0.3655,0.0161,0.5553,0.6,5,0.5625,16,False,False
Standard UNDER,hitter_ks,L5>=4 + L10>=8,0.5714,21,12,0.3655,0.021,0.5504,0.6667,18,0.0,3,False,False
Standard UNDER,plate_appearances,L5=5 + own_pitch_stingy,0.5714,21,12,0.3655,0.0051,0.5663,1.0,1,0.55,20,False,False
Standard OVER,plate_appearances,BA>=.275 + opp_pitch_leaky,0.5714,21,12,0.3655,0.1815,0.3899,0.5556,9,0.5833,12,False,False
Standard UNDER,walks_allowed,opp_bats_Strong,0.4488,127,57,0.3651,-0.0526,0.5014,0.4625,80,0.4255,47,False,False
Standard UNDER,walks_allowed,L5>=4,0.4783,69,33,0.3647,-0.0231,0.5014,0.4186,43,0.5769,26,False,False
Standard OVER,runs,L5>=4 + opp_bats_Strong,0.4545,110,50,0.3646,-0.0016,0.4561,0.3333,60,0.6,50,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_pitch_stingy + season_cush>=1,0.5312,32,17,0.3645,0.0391,0.4921,0.25,4,0.5714,28,False,False
Standard UNDER,walks,K%>=28 + opp_pitch_stingy,0.5312,32,17,0.3645,0.0209,0.5103,0.5833,24,0.375,8,False,False
Standard OVER,rbis,own_bats_Strong,0.5312,32,17,0.3645,0.0312,0.5,0.4783,23,0.6667,9,False,False
Standard OVER,hits+runs+rbis,L10>=8 + own_bats_Strong + season_cush>=1,0.5,48,24,0.3639,0.0079,0.4921,0.5556,9,0.4872,39,False,False
Standard UNDER,pitching_outs,L5>=4 + opp_pitch_leaky,0.5,48,24,0.3639,0.0055,0.4945,0.4348,23,0.56,25,False,False
Standard UNDER,hits+runs+rbis,L5=5 + L10>=8 + own_pitch_stingy,0.4909,55,27,0.3638,-0.044,0.5349,0.5556,18,0.4595,37,False,False
Standard OVER,hits,L5>=4 + opp_bats_Strong,0.4909,55,27,0.3638,0.0135,0.4774,0.5714,28,0.4074,27,False,False
Standard OVER,hits+runs+rbis,L10>=8 + season_cush>=2,0.5789,19,11,0.3628,0.0868,0.4921,,0,0.5789,19,False,False
Goblin OVER,singles,L5>=4 + L10>=8 + own_pitch_leaky,0.5789,19,11,0.3628,0.0393,0.5396,1.0,1,0.5556,18,False,False
Goblin OVER,singles,L10>=8 + cover>=1.5,0.5789,19,11,0.3628,0.0393,0.5396,0.75,8,0.4545,11,False,False
Goblin OVER,singles,L10>=9 + opp_bats_Strong,0.5789,19,11,0.3628,0.0393,0.5396,0.6667,12,0.4286,7,False,False
Standard UNDER,total_bases,L10>=8 + own_bats_Strong + cover>=1,0.5789,19,11,0.3628,0.0417,0.5372,0.0,1,0.6111,18,False,False
Standard UNDER,plate_appearances,L5=5 + opp_bats_Strong,0.5789,19,11,0.3628,0.0126,0.5663,0.5,6,0.6154,13,False,False
Standard OVER,walks,cover>=0.5,0.4615,91,42,0.3628,-0.0336,0.4951,0.5,22,0.4493,69,False,False
Standard UNDER,plate_appearances,L5>=4 + own_pitch_leaky,0.4776,67,32,0.3625,-0.0887,0.5663,0.4667,15,0.4808,52,False,False
Standard UNDER,hits,L5=5 + K%>=28,0.5128,39,20,0.362,-0.0425,0.5553,0.6111,18,0.4286,21,False,False
Standard UNDER,runs,L5=5 + own_pitch_leaky,0.5333,30,16,0.3614,-0.0091,0.5424,0.5,24,0.6667,6,False,False
Standard UNDER,pitcher_ks,L5=5 + own_bats_Strong,0.5333,30,16,0.3614,0.0098,0.5235,0.3571,14,0.6875,16,False,False
Standard UNDER,singles,L10>=9 + cover>=0.5,0.5,46,23,0.3612,-0.0371,0.5371,0.3571,14,0.5625,32,False,False
Standard OVER,rbis,opp_bats_Strong,0.5,46,23,0.3612,0.0,0.5,0.4615,26,0.55,20,False,False
Standard OVER,rbis,line_0.5,0.5,46,23,0.3612,0.0,0.5,0.4615,26,0.55,20,False,False
Standard UNDER,hitterfantasyscore,L10>=8 + own_pitch_stingy,0.4906,53,26,0.3612,-0.0419,0.5325,0.4906,53,,0,False,False
Standard UNDER,total_bases,L10>=8 + K%>=22 + opp_pitch_leaky,0.4607,89,41,0.3609,-0.0765,0.5372,0.48,25,0.4531,64,False,False
Standard OVER,total_bases,L10>=9 + K%>=22,0.5882,17,10,0.3601,0.1379,0.4503,0.5,10,0.7143,7,False,False
Standard OVER,hits,L5=5 + own_pitch_leaky,0.5882,17,10,0.3601,0.1108,0.4774,0.5455,11,0.6667,6,False,False
Standard UNDER,pitcher_ks,L5=5 + own_pitch_leaky,0.5882,17,10,0.3601,0.0647,0.5235,0.5556,9,0.625,8,False,False
Goblin OVER,runs,L10>=8 + opp_bats_Strong,0.5882,17,10,0.3601,0.0619,0.5263,0.5455,11,0.6667,6,False,False
Standard UNDER,plate_appearances,L5=5 + K%>=22,0.5882,17,10,0.3601,0.0219,0.5663,1.0,3,0.5,14,False,False
Standard OVER,pitches_thrown,L10>=8 + own_pitch_leaky,0.5882,17,10,0.3601,0.0845,0.5037,0.5714,7,0.6,10,False,False
Standard OVER,walks,L10>=9,0.5882,17,10,0.3601,0.0931,0.4951,0.5,10,0.7143,7,False,False
Standard OVER,total_bases,L5>=4 + cover>=1.5,0.4519,104,47,0.3597,0.0016,0.4503,0.3,20,0.4881,84,False,False
Standard OVER,total_bases,L10>=8 + opp_pitch_stingy,0.5135,37,19,0.3589,0.0632,0.4503,0.5833,12,0.48,25,False,False
Standard OVER,hits_allowed,L5>=4 + opp_bats_Strong,0.5135,37,19,0.3589,0.0503,0.4632,0.4,20,0.6471,17,False,False
Standard UNDER,walks_allowed,L5>=4 + own_pitch_leaky,0.5135,37,19,0.3589,0.0121,0.5014,0.5,20,0.5294,17,False,False
Standard UNDER,walks,BA>=.275,0.5,44,22,0.3583,-0.0103,0.5103,0.4138,29,0.6667,15,False,False
Standard OVER,walks_allowed,L5>=4,0.4667,75,35,0.3582,-0.0323,0.499,0.5,36,0.4359,39,False,False
Goblin OVER,hits,L5=5 + own_bats_Strong + season_cush>=1,0.5357,28,15,0.3581,-0.0589,0.5946,1.0,6,0.4091,22,False,False
Standard OVER,singles,L10>=9 + cover>=0.5,0.5357,28,15,0.3581,0.0495,0.4862,0.6667,6,0.5,22,False,False
Goblin OVER,runs,L10>=8,0.5357,28,15,0.3581,0.0094,0.5263,0.4444,18,0.7,10,False,False
Goblin OVER,runs,L10>=8 + line_0.5,0.5357,28,15,0.3581,0.0094,0.5263,0.4444,18,0.7,10,False,False
Goblin OVER,runs,L5>=4 + K%>=28,0.5357,28,15,0.3581,0.0094,0.5263,0.5556,18,0.5,10,False,False
Standard OVER,pitches_thrown,L5>=4 + season_cush>=1,0.5357,28,15,0.3581,0.032,0.5037,0.6154,13,0.4667,15,False,False
Standard UNDER,walks,L10>=8,0.5357,28,15,0.3581,0.0254,0.5103,0.7143,7,0.4762,21,False,False
Standard UNDER,walks,L10>=8 + line_0.5,0.5357,28,15,0.3581,0.0254,0.5103,0.7143,7,0.4762,21,False,False
Standard OVER,runs,L5>=4 + own_pitch_stingy,0.451,102,46,0.3579,-0.0051,0.4561,0.3409,44,0.5345,58,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + opp_bats_Strong + season_cush>=1,0.6,15,9,0.3575,0.0651,0.5349,1.0,1,0.5714,14,False,False
Standard OVER,runs,L5=5 + own_pitch_stingy,0.6,15,9,0.3575,0.1439,0.4561,0.4,5,0.7,10,False,False
Standard OVER,runs,L5=5 + cover>=0.5,0.6,15,9,0.3575,0.1439,0.4561,0.0,2,0.6923,13,False,False
Standard OVER,runs,L5=5 + cover>=1,0.6,15,9,0.3575,0.1439,0.4561,0.0,2,0.6923,13,False,False
Standard OVER,runs,L10>=8 + cover>=1,0.6,15,9,0.3575,0.1439,0.4561,0.0,1,0.6429,14,False,False
Standard UNDER,pitches_thrown,L5=5 + opp_bats_Strong,0.6,15,9,0.3575,0.0772,0.5228,0.75,8,0.4286,7,False,False
Standard UNDER,hitterfantasyscore,L10>=9 + own_pitch_stingy,0.6,15,9,0.3575,0.0675,0.5325,0.6,15,,0,False,False
Standard OVER,earned_runs,L5>=4 + own_pitch_stingy,0.6,15,9,0.3575,0.1096,0.4904,1.0,1,0.5714,14,False,False
Goblin OVER,hits,L5=5 + K%>=28 + opp_pitch_stingy,0.4821,56,27,0.3567,-0.1125,0.5946,0.5385,39,0.3529,17,False,False
Standard OVER,hits+runs+rbis,L10>=8 + cover>=1,0.4821,56,27,0.3567,-0.01,0.4921,0.625,8,0.4583,48,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_pitch_stingy,0.4556,90,41,0.3566,-0.0365,0.4921,0.381,21,0.4783,69,False,False
Goblin OVER,walks,own_pitch_stingy,0.45,100,45,0.3561,-0.0606,0.5106,0.4286,84,0.5625,16,False,False
Standard OVER,hits+runs+rbis,L10>=8 + K%>=22,0.4435,115,51,0.356,-0.0486,0.4921,0.4,35,0.4625,80,False,False
Standard UNDER,runs,L5>=4 + BA>=.300,0.5143,35,18,0.3557,-0.0281,0.5424,0.45,20,0.6,15,False,False
Standard OVER,hits,L5>=4 + K%>=28,0.5143,35,18,0.3557,0.0369,0.4774,0.4762,21,0.5714,14,False,False
Standard OVER,hits_allowed,L5>=4 + own_bats_Strong,0.5143,35,18,0.3557,0.0511,0.4632,0.45,20,0.6,15,False,False
Standard OVER,walks_allowed,line_2.5+,0.4898,49,24,0.3557,-0.0092,0.499,0.5263,38,0.3636,11,False,False
Standard UNDER,hits,L5=5 + opp_bats_Strong,0.5,42,21,0.3553,-0.0553,0.5553,0.4444,9,0.5152,33,False,False
Standard OVER,hits,L10>=8 + own_bats_Strong,0.5385,26,14,0.3546,0.0611,0.4774,0.3333,3,0.5652,23,False,False
Standard OVER,hits,L10>=8 + K%>=22 + opp_pitch_stingy,0.5385,26,14,0.3546,0.0611,0.4774,0.625,8,0.5,18,False,False
Standard UNDER,plate_appearances,L10>=8 + season_cush>=1,0.5385,26,14,0.3546,-0.0278,0.5663,0.25,4,0.5909,22,False,False
Standard OVER,walks_allowed,L10>=8,0.5385,26,14,0.3546,0.0395,0.499,0.6667,12,0.4286,14,False,False
Standard OVER,runs,BA>=.300,0.439,123,54,0.3545,-0.0171,0.4561,0.4615,78,0.4,45,False,False
Standard OVER,hits_allowed,opp_pitch_stingy,0.4246,179,76,0.3545,-0.0386,0.4632,0.4022,92,0.4483,87,False,False
Standard OVER,singles,L10>=8 + opp_pitch_stingy,0.4697,66,31,0.3543,-0.0165,0.4862,0.5333,15,0.451,51,False,False
Standard UNDER,walks,own_pitch_leaky,0.449,98,44,0.3543,-0.0613,0.5103,0.4242,66,0.5,32,False,False
Goblin OVER,runs,L5>=4 + cover>=0.5,0.4894,47,23,0.3528,-0.0369,0.5263,0.4286,14,0.5152,33,False,False
Standard UNDER,hitterfantasyscore,K%>=28 + opp_pitch_stingy,0.4894,47,23,0.3528,-0.0431,0.5325,0.4894,47,,0,False,False
Standard OVER,walks,L5>=4 + opp_pitch_leaky,0.4894,47,23,0.3528,-0.0057,0.4951,0.48,25,0.5,22,False,False
Standard OVER,singles,L5=5 + own_pitch_stingy + cover>=1,0.5152,33,17,0.3522,0.029,0.4862,0.3333,9,0.5833,24,False,False
Standard UNDER,plate_appearances,L5=5 + L10>=8,0.5152,33,17,0.3522,-0.0511,0.5663,0.5,8,0.52,25,False,False
Standard UNDER,hits+runs+rbis,L5=5 + L10>=8 + own_pitch_leaky,0.5,40,20,0.352,-0.0349,0.5349,0.5385,13,0.4815,27,False,False
Standard UNDER,pitching_outs,L5>=4 + own_pitch_stingy,0.5,40,20,0.352,0.0055,0.4945,0.5333,15,0.48,25,False,False
Standard OVER,hits_allowed,L5>=4 + own_pitch_stingy,0.5,40,20,0.352,0.0368,0.4632,0.4167,24,0.625,16,False,False
Standard UNDER,singles,L10>=8 + own_pitch_leaky,0.4328,134,58,0.352,-0.1043,0.5371,0.3542,48,0.4767,86,False,False
Standard UNDER,plate_appearances,L5>=4 + L10>=8,0.4638,69,32,0.3511,-0.1025,0.5663,0.5,10,0.4576,59,False,False
Standard OVER,pitcherfantasyscore,L5>=4,0.4808,52,25,0.351,-0.0348,0.5156,0.4808,52,,0,False,False
Goblin OVER,singles,L5>=4 + own_bats_Strong,0.422,173,73,0.3508,-0.1176,0.5396,0.3649,74,0.4646,99,False,False
Goblin OVER,pitcher_ks,season_HR>70%,0.5417,24,13,0.3507,-0.1559,0.6976,,0,0.5417,24,False,False
Standard UNDER,hitter_ks,L10>=8,0.5417,24,13,0.3507,-0.0087,0.5504,0.619,21,0.0,3,False,False
Standard OVER,total_bases,L5>=4 + season_cush>=1,0.4557,79,36,0.3505,0.0054,0.4503,0.3846,13,0.4697,66,False,False
Standard OVER,pitcher_ks,L5>=4 + opp_pitch_leaky,0.4737,57,27,0.3499,-0.0266,0.5003,0.3714,35,0.6364,22,False,False
Standard UNDER,singles,L5=5 + own_bats_Strong,0.4627,67,31,0.3486,-0.0744,0.5371,0.4211,38,0.5172,29,False,False
Standard UNDER,singles,L10>=9 + opp_bats_Strong,0.4627,67,31,0.3486,-0.0744,0.5371,0.4545,33,0.4706,34,False,False
Standard OVER,hits+runs+rbis,L5>=4 + L10>=8 + own_pitch_leaky,0.5,38,19,0.3485,0.0079,0.4921,0.5,6,0.5,32,False,False
Goblin OVER,runs,L5>=4 + BA>=.275,0.5,38,19,0.3485,-0.0263,0.5263,0.44,25,0.6154,13,False,False
Standard OVER,walks,L5>=4 + opp_bats_Strong,0.5,38,19,0.3485,0.0049,0.4951,0.4583,24,0.5714,14,False,False
Standard OVER,hitter_ks,L5>=4 + own_pitch_stingy,0.4433,97,43,0.3485,-0.0198,0.4631,0.4574,94,0.0,3,False,False
Standard OVER,singles,cover>=1.5,0.4457,92,41,0.3483,-0.0405,0.4862,0.5185,27,0.4154,65,False,False
Standard OVER,total_bases,L10>=8,0.4545,77,35,0.3481,0.0042,0.4503,0.4242,33,0.4773,44,False,False
Standard OVER,hits+runs+rbis,L5=5 + opp_pitch_leaky,0.48,50,24,0.348,-0.0121,0.4921,0.4762,21,0.4828,29,False,False
Standard UNDER,total_bases,L10>=9 + cover>=0.5,0.4727,55,26,0.3469,-0.0645,0.5372,0.75,4,0.451,51,False,False
Standard UNDER,pitching_outs,L5>=4 + own_pitch_leaky,0.4727,55,26,0.3469,-0.0218,0.4945,0.5,24,0.4516,31,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_pitch_stingy + cover>=1,0.5455,22,12,0.3466,0.0534,0.4921,0.5,2,0.55,20,False,False
Goblin OVER,singles,L5=5 + opp_pitch_stingy + cover>=1,0.5455,22,12,0.3466,0.0059,0.5396,0.7143,7,0.4667,15,False,False
Standard UNDER,total_bases,L10>=8 + BA>=.275 + opp_pitch_leaky,0.5455,22,12,0.3466,0.0083,0.5372,0.5455,11,0.5455,11,False,False
Standard UNDER,runs,L5=5 + own_pitch_stingy + cover>=1,0.5455,22,12,0.3466,0.0031,0.5424,0.8,5,0.4706,17,False,False
Standard OVER,hits,L5=5 + K%>=22,0.5455,22,12,0.3466,0.0681,0.4774,0.5833,12,0.5,10,False,False
Standard OVER,singles,L10>=9,0.4884,43,21,0.3462,0.0022,0.4862,0.5,12,0.4839,31,False,False
Standard OVER,hits+runs+rbis,K%>=28 + opp_pitch_stingy,0.4121,199,82,0.346,-0.08,0.4921,0.4272,103,0.3958,96,False,False
Standard UNDER,hits_allowed,L5>=4 + opp_pitch_stingy,0.4615,65,30,0.3459,-0.0314,0.4929,0.4348,46,0.5263,19,False,False
Standard OVER,hitter_ks,L5>=4 + own_pitch_leaky,0.4571,70,32,0.3457,-0.006,0.4631,0.4627,67,0.3333,3,False,False
Standard UNDER,hits,L5=5 + opp_bats_Strong + cover>=1,0.5,36,18,0.3447,-0.0553,0.5553,0.3333,3,0.5152,33,False,False
Goblin OVER,runs,L5>=4 + cover>=1,0.5,36,18,0.3447,-0.0263,0.5263,0.4545,11,0.52,25,False,False
Standard UNDER,plate_appearances,L5=5,0.4792,48,23,0.3447,-0.0871,0.5663,0.5556,9,0.4615,39,False,False
Standard OVER,runs,cover>=1.5,0.5172,29,15,0.3443,0.0611,0.4561,0.5,6,0.5217,23,False,False
Standard OVER,pitcher_ks,L5>=4 + L10>=8,0.5172,29,15,0.3443,0.0169,0.5003,0.4444,9,0.55,20,False,False
Goblin OVER,runs,L5>=4 + own_pitch_leaky,0.5172,29,15,0.3443,-0.0091,0.5263,0.4545,22,0.7143,7,False,False
