book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Standard OVER,hits+runs+rbis,BA>=.300,0.5164,213,110,0.4496,0.0243,0.4921,0.5104,96,0.5214,117,False,False
Standard OVER,hits+runs+rbis,L5>=4 + cover>=0.5,0.4965,425,211,0.4492,0.0044,0.4921,0.4773,88,0.5015,337,False,False
Standard OVER,hits+runs+rbis,L5>=4,0.4885,610,298,0.4491,-0.0036,0.4921,0.4793,217,0.4936,393,False,False
Standard OVER,total_bases,cover>=0.5,0.4866,674,328,0.4491,0.0363,0.4503,0.4481,154,0.4981,520,False,False
Standard OVER,hits+runs+rbis,L10>=8 + BA>=.275,0.5738,61,35,0.449,0.0817,0.4921,0.5,12,0.5918,49,False,False
Goblin OVER,hits,L10=10 + opp_pitch_leaky,0.6522,23,15,0.4489,0.0576,0.5946,0.7143,7,0.625,16,False,False
Goblin OVER,total_bases,L10=10 + opp_pitch_leaky,0.6522,23,15,0.4489,0.0576,0.5946,0.7143,7,0.625,16,False,False
Standard UNDER,pitches_thrown,L10>=8 + own_pitch_stingy + season_cush>=1,0.6522,23,15,0.4489,0.1294,0.5228,0.6667,9,0.6429,14,False,False
Standard UNDER,pitching_outs,L10>=8 + own_pitch_leaky,0.6522,23,15,0.4489,0.1577,0.4945,0.8,5,0.6111,18,False,False
Standard OVER,pitching_outs,L5=5,0.6522,23,15,0.4489,0.1501,0.5021,0.6875,16,0.5714,7,False,False
Standard OVER,pitching_outs,L5>=4 + opp_pitch_leaky,0.6522,23,15,0.4489,0.1501,0.5021,0.75,16,0.4286,7,False,False
Standard OVER,total_bases,cover>=1,0.4921,508,250,0.4489,0.0418,0.4503,0.4569,116,0.5026,392,False,False
Standard OVER,earned_runs,own_pitch_leaky,0.5238,168,88,0.4486,0.0334,0.4904,0.5741,54,0.5,114,False,False
Goblin OVER,hitter_ks,L5>=4 + BA>=.300,0.5378,119,64,0.4485,-0.0833,0.6211,0.525,80,0.5641,39,False,False
Standard UNDER,hits+runs+rbis,L5=5 + opp_pitch_leaky,0.5385,117,63,0.4483,0.0036,0.5349,0.5957,47,0.5,70,False,False
Standard OVER,hits,L5>=4,0.5244,164,86,0.4483,0.047,0.4774,0.5125,80,0.5357,84,False,False
Standard UNDER,hits,L5>=4 + opp_pitch_leaky,0.5134,224,115,0.4483,-0.0419,0.5553,0.4892,139,0.5529,85,False,False
Goblin OVER,singles,cover>=1.5,0.5405,111,60,0.448,0.0009,0.5396,0.6667,39,0.4722,72,False,False
Standard OVER,total_bases,L5>=4 + opp_pitch_leaky,0.5421,107,58,0.4478,0.0918,0.4503,0.4821,56,0.6078,51,False,False
Standard UNDER,singles,L5=5,0.5253,158,83,0.4478,-0.0118,0.5371,0.5309,81,0.5195,77,False,False
Standard UNDER,singles,L5=5 + line_0.5,0.5253,158,83,0.4478,-0.0118,0.5371,0.5309,81,0.5195,77,False,False
Standard UNDER,hits,L5=5 + cover>=0.5,0.5429,105,57,0.4477,-0.0124,0.5553,0.3,10,0.5684,95,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + K%>=28,0.5616,73,41,0.4476,0.0267,0.5349,0.5455,22,0.5686,51,False,False
Goblin OVER,runs,K%>=28,0.5139,216,111,0.4476,-0.0124,0.5263,0.5366,164,0.4423,52,False,False
Standard UNDER,hits+runs+rbis,L5=5 + K%>=22,0.557,79,44,0.4473,0.0221,0.5349,0.5526,38,0.561,41,False,False
Standard OVER,pitching_outs,L5>=4 + opp_pitch_stingy,0.6053,38,23,0.4472,0.1032,0.5021,0.5417,24,0.7143,14,False,False
Standard OVER,hits+runs+rbis,L5=5 + cover>=0.5,0.5517,87,48,0.4472,0.0596,0.4921,0.6,25,0.5323,62,False,False
Standard UNDER,total_bases,L5>=4 + own_bats_Strong,0.5,334,167,0.4467,-0.0372,0.5372,0.4734,207,0.5433,127,False,False
Standard OVER,total_bases,BA>=.275,0.4882,551,269,0.4467,0.0379,0.4503,0.5026,386,0.4545,165,False,False
Standard OVER,singles,L5>=4 + opp_pitch_stingy,0.5278,144,76,0.4466,0.0416,0.4862,0.5161,62,0.5366,82,False,False
Standard OVER,pitcherfantasyscore,own_bats_Strong,0.5202,173,90,0.4462,0.0046,0.5156,0.5202,173,,0,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + line_0.5,0.6,40,24,0.446,0.0651,0.5349,1.0,2,0.5789,38,False,False
Goblin OVER,plate_appearances,BA>=.300,0.5294,136,72,0.4459,0.0149,0.5145,0.5593,59,0.5065,77,False,False
Standard UNDER,hits_allowed,own_pitch_stingy,0.5035,284,143,0.4457,0.0106,0.4929,0.4802,177,0.5421,107,False,False
Standard UNDER,singles,L10>=9,0.5303,132,70,0.4455,-0.0068,0.5371,0.5088,57,0.5467,75,False,False
Standard UNDER,hits+runs+rbis,L5>=4 + L10>=8,0.5057,261,132,0.4454,-0.0292,0.5349,0.5147,68,0.5026,193,False,False
Standard UNDER,singles,L10>=8 + opp_pitch_stingy,0.5312,128,68,0.4452,-0.0059,0.5371,0.4186,43,0.5882,85,False,False
Standard OVER,hitter_ks,own_pitch_leaky,0.4959,369,183,0.4452,0.0328,0.4631,0.4903,359,0.7,10,False,False
Standard UNDER,pitches_thrown,L10>=8 + opp_bats_Strong,0.5952,42,25,0.4449,0.0724,0.5228,0.6154,13,0.5862,29,False,False
Standard UNDER,singles,L5>=4 + BA>=.275,0.5226,155,81,0.4444,-0.0145,0.5371,0.4744,78,0.5714,77,False,False
Standard UNDER,hitter_ks,K%>=22,0.5339,118,63,0.4442,-0.0165,0.5504,0.5259,116,1.0,2,False,False
Goblin OVER,singles,L10>=8 + own_pitch_stingy + cover>=1,0.5909,44,26,0.4441,0.0513,0.5396,0.5,4,0.6,40,False,False
Standard UNDER,total_bases,L10>=9 + opp_pitch_stingy,0.5909,44,26,0.4441,0.0537,0.5372,0.5556,9,0.6,35,False,False
Standard UNDER,hits,L5=5 + opp_pitch_stingy + cover>=1,0.5909,44,26,0.4441,0.0356,0.5553,0.4,5,0.6154,39,False,False
Standard UNDER,total_bases,L10>=8 + own_pitch_stingy,0.5345,116,62,0.4441,-0.0027,0.5372,0.5,28,0.5455,88,False,False
Standard UNDER,hitterfantasyscore,L10>=9 + K%>=22,0.6875,16,11,0.444,0.155,0.5325,0.6875,16,,0,False,False
Standard UNDER,hits,L10>=8 + K%>=28,0.5351,114,61,0.4439,-0.0202,0.5553,0.4444,36,0.5769,78,False,False
Standard OVER,pitches_thrown,own_bats_Strong,0.5169,178,92,0.4439,0.0132,0.5037,0.5217,92,0.5116,86,False,False
Standard UNDER,hits,cover>=1,0.5357,112,60,0.4437,-0.0196,0.5553,0.3636,11,0.5545,101,False,False
Standard UNDER,singles,BA>=.275,0.4871,503,245,0.4437,-0.05,0.5371,0.489,227,0.4855,276,False,False
Goblin OVER,singles,L10>=8 + BA>=.275 + opp_pitch_stingy,0.587,46,27,0.4434,0.0474,0.5396,0.6,20,0.5769,26,False,False
Standard OVER,hitterfantasyscore,own_pitch_leaky,0.4785,767,367,0.4433,-0.0101,0.4886,0.4785,767,,0,False,False
Standard UNDER,hits,L5>=4 + cover>=1,0.5377,106,57,0.4432,-0.0176,0.5553,0.3333,9,0.5567,97,False,False
Standard OVER,singles,L5>=4 + cover>=0.5,0.4933,373,184,0.4429,0.0071,0.4862,0.4805,77,0.4966,296,False,False
Standard UNDER,pitches_thrown,L10>=8 + season_cush>=1,0.5833,48,28,0.4428,0.0605,0.5228,0.5714,14,0.5882,34,False,False
Standard OVER,singles,cover>=0.5,0.4745,942,447,0.4428,-0.0117,0.4862,0.4273,227,0.4895,715,False,False
Standard UNDER,pitcher_ks,L5>=4 + own_pitch_stingy,0.5252,139,73,0.4426,0.0017,0.5235,0.4925,67,0.5556,72,False,False
Standard UNDER,pitches_thrown,L5>=4 + season_cush>=1,0.5408,98,53,0.4425,0.018,0.5228,0.5862,29,0.5217,69,False,False
Goblin OVER,hitter_ks,L10>=8 + BA>=.300,0.6296,27,17,0.4423,0.0085,0.6211,0.6364,11,0.625,16,False,False
Goblin OVER,pitcherfantasyscore,L5=5 + opp_pitch_stingy,0.6296,27,17,0.4423,-0.046,0.6756,0.6296,27,,0,False,False
Standard UNDER,total_bases,L5=5 + opp_pitch_stingy + cover>=1,0.58,50,29,0.4423,0.0428,0.5372,0.3333,6,0.6136,44,False,False
Goblin OVER,plate_appearances,L10>=8,0.58,50,29,0.4423,0.0655,0.5145,0.6667,15,0.5429,35,False,False
Standard UNDER,plate_appearances,BA>=.300,0.58,50,29,0.4423,0.0137,0.5663,0.625,16,0.5588,34,False,False
Standard OVER,earned_runs,cover>=0.5,0.58,50,29,0.4423,0.0896,0.4904,0.5625,16,0.5882,34,False,False
Standard OVER,hits+runs+rbis,L5>=4 + opp_pitch_stingy,0.504,248,125,0.4422,0.0119,0.4921,0.4752,101,0.5238,147,False,False
Standard UNDER,hitter_ks,L5>=4 + opp_bats_Strong,0.5259,135,71,0.4421,-0.0245,0.5504,0.5191,131,0.75,4,False,False
Standard OVER,total_bases,own_bats_Strong,0.469,1292,606,0.442,0.0187,0.4503,0.4549,875,0.4988,417,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_pitch_stingy,0.5769,52,30,0.4419,0.0848,0.4921,0.5714,21,0.5806,31,False,False
Standard OVER,pitches_thrown,own_pitch_stingy,0.5097,206,105,0.4419,0.006,0.5037,0.4576,118,0.5795,88,False,False
Standard UNDER,runs,L10>=8 + cover>=0.5,0.5455,88,48,0.4417,0.0031,0.5424,0.4815,27,0.5738,61,False,False
Standard UNDER,runs,L5=5 + cover>=0.5,0.5741,54,31,0.4416,0.0317,0.5424,0.619,21,0.5455,33,False,False
Goblin OVER,runs,L5>=4 + own_pitch_stingy,0.5465,86,47,0.4416,0.0202,0.5263,0.5775,71,0.4,15,False,False
Standard OVER,total_bases,cover>=1.5,0.4983,293,146,0.4414,0.048,0.4503,0.4324,74,0.5205,219,False,False
Standard OVER,total_bases,line_0.5,0.4615,2351,1085,0.4414,0.0112,0.4503,0.4484,1454,0.4827,897,False,False
Standard OVER,hits,L5>=4 + cover>=1,0.5488,82,45,0.4413,0.0714,0.4774,0.5882,17,0.5385,65,False,False
Standard UNDER,hits_allowed,L5>=4 + opp_pitch_leaky,0.5488,82,45,0.4413,0.0559,0.4929,0.5098,51,0.6129,31,False,False
Standard OVER,runs,BA>=.275 + opp_pitch_leaky,0.5068,221,112,0.4413,0.0507,0.4561,0.5,108,0.5133,113,False,False
Standard OVER,hits+runs+rbis,L5>=4 + season_cush>=1,0.5042,240,121,0.4413,0.0121,0.4921,0.5,42,0.5051,198,False,False
Goblin OVER,hits,L10>=8 + K%>=28 + opp_pitch_stingy,0.5513,78,43,0.4411,-0.0433,0.5946,0.5,18,0.5667,60,False,False
Standard UNDER,singles,L5=5 + own_pitch_stingy,0.5667,60,34,0.441,0.0296,0.5371,0.4762,21,0.6154,39,False,False
Standard UNDER,plate_appearances,L5>=4 + opp_pitch_leaky,0.5645,62,35,0.4409,-0.0018,0.5663,0.6667,12,0.54,50,False,False
Standard UNDER,total_bases,L5>=4 + L10>=8 + own_pitch_leaky,0.5541,74,41,0.4409,0.0169,0.5372,0.6,15,0.5424,59,False,False
Standard UNDER,hits+runs+rbis,BA>=.275,0.4854,478,232,0.4408,-0.0495,0.5349,0.4571,210,0.5075,268,False,False
Standard UNDER,runs,L10>=8 + opp_bats_Strong,0.5294,119,63,0.4402,-0.013,0.5424,0.55,60,0.5085,59,False,False
Goblin OVER,singles,L5>=4 + opp_bats_Strong,0.5146,171,88,0.4402,-0.025,0.5396,0.5147,68,0.5146,103,False,False
Standard OVER,hits,K%>=22,0.4696,1086,510,0.4401,-0.0078,0.4774,0.4516,682,0.5,404,False,False
Standard UNDER,earned_runs,L10>=8 + opp_bats_Strong,0.6207,29,18,0.44,0.0409,0.5798,0.6667,6,0.6087,23,False,False
Goblin OVER,walks,opp_pitch_leaky,0.5208,144,75,0.4398,0.0102,0.5106,0.5085,118,0.5769,26,False,False
Standard UNDER,pitching_outs,opp_pitch_leaky,0.4966,292,145,0.4396,0.0021,0.4945,0.4211,133,0.5597,159,False,False
Standard OVER,hits,own_pitch_leaky,0.4764,678,323,0.439,-0.001,0.4774,0.447,396,0.5177,282,False,False
Goblin OVER,walks,own_pitch_leaky,0.5321,109,58,0.4389,0.0215,0.5106,0.5402,87,0.5,22,False,False
Standard UNDER,walks_allowed,own_bats_Strong,0.5217,138,72,0.4389,0.0203,0.5014,0.5714,98,0.4,40,False,False
Standard UNDER,total_bases,L10>=8 + opp_pitch_leaky,0.5159,157,81,0.4383,-0.0213,0.5372,0.4889,45,0.5268,112,False,False
Standard UNDER,total_bases,L5=5 + L10>=8 + own_pitch_stingy,0.6129,31,19,0.4382,0.0757,0.5372,0.3333,3,0.6429,28,False,False
Standard UNDER,pitcher_ks,L5=5 + own_pitch_stingy,0.6129,31,19,0.4382,0.0894,0.5235,0.6111,18,0.6154,13,False,False
Standard UNDER,hitter_ks,L5=5 + own_pitch_stingy,0.6129,31,19,0.4382,0.0625,0.5504,0.6333,30,0.0,1,False,False
Standard OVER,pitches_thrown,opp_pitch_leaky,0.5047,214,108,0.4382,0.001,0.5037,0.4182,110,0.5962,104,False,False
Standard OVER,hits,opp_pitch_stingy,0.4738,743,352,0.4381,-0.0036,0.4774,0.4635,438,0.4885,305,False,False
Standard OVER,hitter_ks,line_0.5,0.469,985,462,0.4381,0.0059,0.4631,0.469,968,0.4706,17,False,False
Standard OVER,runs,own_pitch_leaky,0.4728,772,365,0.4378,0.0167,0.4561,0.4549,521,0.51,251,False,False
Standard UNDER,hits+runs+rbis,L10=10 + own_pitch_stingy,0.6667,18,12,0.4375,0.1318,0.5349,0.6,5,0.6923,13,False,False
Goblin OVER,plate_appearances,L5>=4 + L10>=8,0.6667,18,12,0.4375,0.1522,0.5145,0.5,2,0.6875,16,False,False
Standard UNDER,pitching_outs,L10>=8 + own_bats_Strong,0.6667,18,12,0.4375,0.1722,0.4945,0.4,5,0.7692,13,False,False
Standard OVER,hits+runs+rbis,L10>=8 + cover>=0.5,0.5361,97,52,0.4374,0.044,0.4921,0.6154,13,0.5238,84,False,False
Standard OVER,total_bases,L5>=4 + cover>=0.5,0.5166,151,78,0.4374,0.0663,0.4503,0.4643,28,0.5285,123,False,False
Standard UNDER,walks,K%>=22,0.4948,287,142,0.4374,-0.0155,0.5103,0.505,202,0.4706,85,False,False
Standard UNDER,runs,L10>=8 + own_pitch_stingy,0.5368,95,51,0.4371,-0.0056,0.5424,0.6,35,0.5,60,False,False
Standard UNDER,pitches_thrown,L5>=4 + season_cush>=2,0.5368,95,51,0.4371,0.014,0.5228,0.5862,29,0.5152,66,False,False
Standard OVER,walks,own_pitch_stingy,0.498,253,126,0.4369,0.0029,0.4951,0.4915,177,0.5132,76,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_bats_Strong + season_cush>=1,0.6061,33,20,0.4368,0.114,0.4921,0.8,5,0.5714,28,False,False
Standard UNDER,singles,L5=5 + L10>=8 + own_pitch_stingy,0.6061,33,20,0.4368,0.069,0.5371,0.375,8,0.68,25,False,False
Standard UNDER,singles,L10>=8 + own_pitch_stingy + cover>=1,0.6061,33,20,0.4368,0.069,0.5371,0.375,8,0.68,25,False,False
Standard OVER,walks,L10>=8,0.6061,33,20,0.4368,0.111,0.4951,0.5714,21,0.6667,12,False,False
Standard OVER,walks,L10>=8 + line_0.5,0.6061,33,20,0.4368,0.111,0.4951,0.5714,21,0.6667,12,False,False
Standard OVER,total_bases,L5>=4 + own_pitch_stingy,0.5376,93,50,0.4368,0.0873,0.4503,0.525,40,0.5472,53,False,False
Standard UNDER,singles,L10>=8 + own_bats_Strong,0.5083,181,92,0.436,-0.0288,0.5371,0.4426,61,0.5417,120,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_bats_Strong + cover>=1,0.6,35,21,0.4357,0.1079,0.4921,0.7778,9,0.5385,26,False,False
Standard OVER,total_bases,L5>=4 + BA>=.275,0.6,35,21,0.4357,0.1497,0.4503,0.6111,18,0.5882,17,False,False
Standard UNDER,runs,BA>=.300,0.5259,116,61,0.4356,-0.0165,0.5424,0.473,74,0.619,42,False,False
Standard UNDER,singles,L10>=8 + cover>=0.5,0.518,139,72,0.4356,-0.0191,0.5371,0.425,40,0.5556,99,False,False
Standard UNDER,total_bases,L5=5 + opp_pitch_leaky,0.5422,83,45,0.4355,0.005,0.5372,0.5946,37,0.5,46,False,False
Standard UNDER,hits,L10>=9,0.5422,83,45,0.4355,-0.0131,0.5553,0.6875,16,0.5075,67,False,False
Standard OVER,runs,line_0.5,0.4561,2230,1017,0.4355,0.0,0.4561,0.4312,1454,0.5026,776,False,False
Standard OVER,walks_allowed,opp_pitch_stingy,0.5052,194,98,0.4354,0.0062,0.499,0.453,117,0.5844,77,False,False
Goblin OVER,walks,K%>=22,0.5052,192,97,0.4351,-0.0054,0.5106,0.4847,163,0.6207,29,False,False
Standard OVER,hitter_ks,own_bats_Strong,0.4837,399,193,0.4351,0.0206,0.4631,0.491,391,0.125,8,False,False
Standard UNDER,total_bases,L10>=8 + K%>=22 + opp_pitch_stingy,0.5443,79,43,0.435,0.0071,0.5372,0.4211,19,0.5833,60,False,False
Standard OVER,earned_runs,line_2.5+,0.4929,282,139,0.435,0.0025,0.4904,0.4667,105,0.5085,177,False,False
Goblin OVER,hitterfantasyscore,L10>=8 + K%>=28 + opp_pitch_stingy,0.5946,37,22,0.4349,-0.0714,0.666,0.5946,37,,0,False,False
Standard UNDER,total_bases,L5=5 + K%>=22 + opp_pitch_stingy,0.5946,37,22,0.4349,0.0574,0.5372,0.6316,19,0.5556,18,False,False
Standard OVER,pitching_outs,season_cush>=1,0.5946,37,22,0.4349,0.0925,0.5021,0.5333,15,0.6364,22,False,False
Standard OVER,pitches_thrown,opp_pitch_stingy,0.5,222,111,0.4348,-0.0037,0.5037,0.4724,127,0.5368,95,False,False
Standard OVER,pitcher_ks,L5>=4 + own_pitch_leaky,0.5467,75,41,0.4345,0.0464,0.5003,0.4545,33,0.619,42,False,False
Standard OVER,total_bases,L5>=4 + own_pitch_leaky,0.5088,171,87,0.4345,0.0585,0.4503,0.5089,112,0.5085,59,False,False
Standard UNDER,pitcher_ks,L10>=8 + season_cush>=1,0.5897,39,23,0.4342,0.0662,0.5235,0.5833,12,0.5926,27,False,False
Standard UNDER,hits_allowed,L5>=4 + opp_bats_Strong,0.5479,73,40,0.4342,0.055,0.4929,0.4783,46,0.6667,27,False,False
Standard UNDER,hits_allowed,L5>=4 + own_pitch_leaky,0.5493,71,39,0.434,0.0564,0.4929,0.4524,42,0.6897,29,False,False
Standard OVER,hitter_ks,opp_pitch_leaky,0.4799,448,215,0.434,0.0168,0.4631,0.483,441,0.2857,7,False,False
Standard OVER,singles,K%>=22,0.4614,1257,580,0.434,-0.0248,0.4862,0.4628,672,0.4598,585,False,False
Standard UNDER,hits,L5=5 + K%>=22,0.5507,69,38,0.4338,-0.0046,0.5553,0.6087,23,0.5217,46,False,False
Standard OVER,walks_allowed,own_bats_Strong,0.5054,184,93,0.4338,0.0064,0.499,0.466,103,0.5556,81,False,False
Standard OVER,singles,cover>=1,0.4792,457,219,0.4338,-0.007,0.4862,0.469,113,0.4826,344,False,False
Standard UNDER,runs,L5=5 + line_0.5,0.5288,104,55,0.4336,-0.0136,0.5424,0.5211,71,0.5455,33,False,False
Standard OVER,walks,K%>=28 + opp_pitch_stingy,0.5814,43,25,0.4333,0.0863,0.4951,0.5926,27,0.5625,16,False,False
Goblin OVER,singles,L10>=8 + opp_pitch_stingy,0.5556,63,35,0.4332,0.016,0.5396,0.6087,23,0.525,40,False,False
Standard UNDER,plate_appearances,L5>=4 + own_pitch_stingy,0.5556,63,35,0.4332,-0.0107,0.5663,0.7143,7,0.5357,56,False,False
Standard UNDER,runs,L5=5 + opp_bats_Strong,0.5778,45,26,0.433,0.0354,0.5424,0.5588,34,0.6364,11,False,False
Standard OVER,hits,L5>=4 + opp_pitch_leaky,0.5778,45,26,0.433,0.1004,0.4774,0.4737,19,0.6538,26,False,False
Standard OVER,pitches_thrown,L5>=4 + opp_bats_Strong,0.5778,45,26,0.433,0.0741,0.5037,0.5833,24,0.5714,21,False,False
Standard OVER,pitches_thrown,L5>=4 + own_pitch_leaky,0.5778,45,26,0.433,0.0741,0.5037,0.619,21,0.5417,24,False,False
Standard OVER,runs,own_bats_Strong,0.4646,945,439,0.433,0.0085,0.4561,0.4526,623,0.4876,322,False,False
Goblin OVER,singles,L10>=9 + own_pitch_leaky,0.65,20,13,0.4329,0.1104,0.5396,0.6875,16,0.5,4,False,False
Goblin OVER,pitcherfantasyscore,L5=5 + own_bats_Strong,0.65,20,13,0.4329,-0.0256,0.6756,0.65,20,,0,False,False
Goblin OVER,walks,cover>=1,0.65,20,13,0.4329,0.1394,0.5106,0.4286,7,0.7692,13,False,False
Standard UNDER,hits_allowed,own_bats_Strong,0.491,279,137,0.4329,-0.0019,0.4929,0.4576,177,0.549,102,False,False
Standard UNDER,singles,L5=5 + own_pitch_stingy + cover>=1,0.5745,47,27,0.4328,0.0374,0.5371,0.375,8,0.6154,39,False,False
Standard UNDER,walks,L5>=4 + cover>=0.5,0.5745,47,27,0.4328,0.0642,0.5103,1.0,2,0.5556,45,False,False
Standard UNDER,hits_allowed,season_cush>=1,0.5614,57,32,0.4328,0.0685,0.4929,0.4762,21,0.6111,36,False,False
Goblin OVER,singles,L10>=8 + BA>=.275 + opp_pitch_leaky,0.5714,49,28,0.4327,0.0318,0.5396,0.6875,16,0.5152,33,False,False
Standard UNDER,plate_appearances,L10>=8 + opp_bats_Strong,0.566,53,30,0.4327,-0.0003,0.5663,0.4,10,0.6047,43,False,False
Standard OVER,pitcherfantasyscore,own_pitch_stingy,0.5026,193,97,0.4327,-0.013,0.5156,0.5026,193,,0,False,False
Standard UNDER,hitterfantasyscore,K%>=28,0.5094,159,81,0.4324,-0.0231,0.5325,0.5094,159,,0,False,False
Standard OVER,pitcher_ks,L5>=4 + own_bats_Strong,0.5349,86,46,0.4302,0.0346,0.5003,0.5,50,0.5833,36,False,False
Standard UNDER,hits_allowed,opp_bats_Strong,0.4876,283,138,0.43,-0.0053,0.4929,0.4588,170,0.531,113,False,False
Standard UNDER,pitcher_ks,season_cush>=2,0.6364,22,14,0.4295,0.1129,0.5235,0.5,8,0.7143,14,False,False
Standard UNDER,pitcher_ks,L5=5 + opp_pitch_leaky,0.6364,22,14,0.4295,0.1129,0.5235,0.6154,13,0.6667,9,False,False
Standard OVER,walks,L10>=8 + K%>=22,0.6364,22,14,0.4295,0.1413,0.4951,0.6111,18,0.75,4,False,False
Standard UNDER,pitching_outs,opp_pitch_stingy,0.4863,292,142,0.4295,-0.0082,0.4945,0.5,132,0.475,160,False,False
Standard OVER,singles,K%>=28,0.5366,82,44,0.4294,0.0504,0.4862,0.5238,42,0.55,40,False,False
Standard UNDER,total_bases,L5=5 + own_bats_Strong,0.5366,82,44,0.4294,-0.0006,0.5372,0.55,40,0.5238,42,False,False
Standard UNDER,runs,L5=5,0.5238,105,55,0.4291,-0.0186,0.5424,0.5139,72,0.5455,33,False,False
Goblin OVER,total_bases,L10>=8 + K%>=28 + opp_pitch_stingy,0.5385,78,42,0.4286,-0.0561,0.5946,0.5,18,0.55,60,False,False
Standard UNDER,total_bases,L5=5 + L10>=8,0.5385,78,42,0.4286,0.0013,0.5372,0.5833,12,0.5303,66,False,False
Standard UNDER,hits_allowed,opp_pitch_leaky,0.4848,297,144,0.4286,-0.0081,0.4929,0.4475,181,0.5431,116,False,False
Standard OVER,runs,L5>=4 + cover>=0.5,0.5065,154,78,0.4283,0.0504,0.4561,0.439,41,0.531,113,False,False
Standard UNDER,pitcherfantasyscore,own_bats_Strong,0.503,167,84,0.428,-0.0051,0.5081,0.503,167,,0,False,False
Standard OVER,pitcherfantasyscore,opp_pitch_leaky,0.5066,152,77,0.4279,-0.009,0.5156,0.5066,152,,0,False,False
Standard OVER,total_bases,own_pitch_stingy,0.4542,1354,615,0.4279,0.0039,0.4503,0.4501,882,0.4619,472,False,False
Standard OVER,hits,L5>=4 + K%>=22,0.5253,99,52,0.4278,0.0479,0.4774,0.5294,51,0.5208,48,False,False
Standard OVER,hits+runs+rbis,L5>=4 + opp_bats_Strong,0.4883,256,125,0.4277,-0.0038,0.4921,0.4731,93,0.4969,163,False,False
Standard OVER,runs,BA>=.275,0.4705,508,239,0.4275,0.0144,0.4561,0.461,282,0.4823,226,False,False
Standard OVER,walks,own_bats_Strong,0.4931,217,107,0.4273,-0.002,0.4951,0.5062,162,0.4545,55,False,False
Standard OVER,runs,season_HR>70%,0.625,24,15,0.4271,0.1689,0.4561,0.6087,23,1.0,1,False,False
Standard UNDER,hitter_ks,K%>=28 + opp_pitch_stingy,0.625,24,15,0.4271,0.0746,0.5504,0.625,24,,0,False,False
Standard UNDER,total_bases,L10>=8 + opp_bats_Strong,0.5068,148,75,0.4271,-0.0304,0.5372,0.4545,44,0.5288,104,False,False
Standard OVER,hits_allowed,opp_pitch_leaky,0.493,215,106,0.4269,0.0298,0.4632,0.4545,121,0.5426,94,False,False
Standard UNDER,total_bases,L10>=9,0.5175,114,59,0.4267,-0.0197,0.5372,0.64,25,0.4831,89,False,False
Standard UNDER,singles,L5=5 + opp_bats_Strong,0.5441,68,37,0.4266,0.007,0.5371,0.4571,35,0.6364,33,False,False
Standard OVER,total_bases,own_pitch_leaky,0.4524,1397,632,0.4265,0.0021,0.4503,0.4437,933,0.4698,464,False,False
Standard OVER,hits+runs+rbis,L5>=4 + L10>=8,0.5269,93,49,0.4264,0.0348,0.4921,0.6154,13,0.5125,80,False,False
Standard OVER,total_bases,opp_pitch_leaky,0.4515,1424,643,0.4259,0.0012,0.4503,0.4483,919,0.4574,505,False,False
Standard OVER,hits+runs+rbis,L5=5 + BA>=.275,0.6154,26,16,0.4253,0.1233,0.4921,0.5455,11,0.6667,15,False,False
Goblin OVER,hitterfantasyscore,L10=10 + opp_pitch_leaky,0.6154,26,16,0.4253,-0.0506,0.666,0.6154,26,,0,False,False
Standard UNDER,runs,L10>=8 + BA>=.275 + opp_pitch_leaky,0.6154,26,16,0.4253,0.073,0.5424,0.5882,17,0.6667,9,False,False
Goblin OVER,walks,K%>=28,0.5185,108,56,0.4253,0.0079,0.5106,0.4943,87,0.619,21,False,False
Goblin OVER,hitter_ks,line_1.5,0.512,125,64,0.4253,-0.1091,0.6211,0.451,51,0.5541,74,False,False
Standard OVER,hits+runs+rbis,L5>=4 + opp_pitch_leaky,0.4891,229,112,0.4251,-0.003,0.4921,0.527,74,0.471,155,False,False
Standard UNDER,runs,L10>=8 + K%>=22 + opp_pitch_leaky,0.55,60,33,0.4249,0.0076,0.5424,0.6667,24,0.4722,36,False,False
Standard OVER,runs,cover>=0.5,0.4747,375,178,0.4246,0.0186,0.4561,0.3793,87,0.5035,288,False,False
Goblin OVER,walks,cover>=0.5,0.6071,28,17,0.4241,0.0965,0.5106,0.4444,9,0.6842,19,False,False
Standard OVER,hits+runs+rbis,L5>=4 + own_pitch_leaky,0.4871,232,113,0.4235,-0.005,0.4921,0.4429,70,0.5062,162,False,False
Standard UNDER,pitcherfantasyscore,own_pitch_stingy,0.5,160,80,0.4234,-0.0081,0.5081,0.5,160,,0,False,False
Standard OVER,hits,L5>=4 + opp_pitch_stingy,0.5309,81,43,0.4233,0.0535,0.4774,0.6111,36,0.4667,45,False,False
Standard UNDER,total_bases,L10>=9 + own_pitch_leaky,0.56,50,28,0.4231,0.0228,0.5372,0.6667,12,0.5263,38,False,False
